ID,Name (in Turkey),Name (in English),Ingredients of a standard portion for a 3-6 year-old child (in Turkey),Ingredients of a standard portion for a 3-6 year-old child (in English),Ingredients of a standard portion for a 7-12 year-old child (in Turkey),Ingredients of a standard portion for a 7-12 year-old child (in English),Ingredients of a standard portion for a 13-15 year-old child (in Turkey),Ingredients of a standard portion for a 13-15 year-old child (in English),Ingredients of a standard portion for a 16-18 year-old child (in Turkey),Ingredients of a standard portion for a 16-18 year-old child (in English),Ingredients of a standard portion for an adult (in Turkey),Ingredients of a standard portion for an adult (in English),Recipe (in Turkey),Recipe (in English),Tip (in Turkey),Tip (in English),Kcal,Protein,Fat,Carbohydrates,Dish type,For Autumn,For Winter,For Spring,For Summer,White meat,Red meat,Pork,Fish or seafood,Pulses (Legumes),Dairy,Eggs,Pasta,Rice,Tubers,Soups,Cereals,Fruit,Nuts,Raw vegetables,Cooked vegetables,Protein mix,Unique,Semiunique,Vegetables for semi,Red,Green,White,Yellow,Purple,Multicolor,No color,For proposals,For school
2107,Balık buğulama,Steamed fish,,,"Palamut Balığı: 80g.
Domates: 30g.
Limon:30g.
Soğan:30g.
Tuz:1g.
Karabiber:1g.
Zeytinyağı:5g.","Bonito: 80g.
Tomato: 30g.
Lemon:30g.
Onion:30g.
Salt:1g.
Black pepper:1g.
Olive oil:5g.","Palamut Balığı: 80g.
Domates: 30g.
Limon:30g.
Soğan:30g.
Tuz:1g.
Karabiber:1g.
Zeytinyağı:5g.","Bonito: 80g.
Tomato: 30g.
Lemon:30g.
Onion:30g.
Salt:1g.
Black pepper:1g.
Olive oil:5g.","Palamut Balığı: 160g.
Domates: 50g.
Limon:50g.
Soğan:50g.
Tuz:2g.
Karabiber:2g.
Zeytinyağı:10g.","Bonito: 160g.
Tomato: 50g.
Lemon:50g.
Onion:50g.
Salt:2g.
Black pepper:2g.
Olive oil:10g.","Palamut Balığı: 160g.
Domates: 50g.
Limon:50g.
Soğan:50g.
Tuz:2g.
Karabiber:2g.
Zeytinyağı:10g.","Bonito: 160g.
Tomato: 50g.
Lemon:50g.
Onion:50g.
Salt:2g.
Black pepper:2g.
Olive oil:10g.","Temizlenmiş palamudu parmak kalınlığında dilimle. Soğanları soyup balık dilimleri ile yaklaşık aynı kalınlıkta yuvarlak dilimler halinde kes. Domatesleri ve limonu da aynı şekilde yuvarlak dilimle. Bir fırın kabının içine limon dilimlerini yerleştip üzerine palamut, soğan ve domates dilimlerini de diz.
 Karabiberi ve tuzu da her yere gelecek şekilde serp. Üzerine zeytinyağını gezdirerek dök.Kabın üzerini alüminyum folyo ya da yağlı kağıt ile kapatıp önceden ısıtılmış 200 derece fırında pişmeye bırak.","Slice the cleaned bonito into finger-thick slices. Peel the onions and cut them into round slices about the same thickness as the fish slices. Slice the tomatoes and lemon in the same way. Place the lemon slices in a baking dish and arrange the bonito, onion and tomato slices on it.
 Sprinkle black pepper and salt all over. Pour olive oil over it by drizzling it. Cover the bowl with aluminum foil or greaseproof paper and let it cook in a preheated 200 degree oven.",,,312,30,28,5,first,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
2108,Patates Salatası,Salad with patato,,,"Patates: 50g.
Marul:50g.
Maydanoz:15g.
Taze soğan:20g.
Tuz: 1g.
Limon suyu: 7ml.
Zeytinyağı:5g.","Potato:50g.
Lettuce:50g.
Parsley:15g.
Fresh onion:20g.
Salt: 1g.
Lemon juice: 7ml.
Olive oil:5g.","Patates:50g.
Marul:50g.
Maydanoz:15g.
Taze soğan:20g.
Tuz: 1g.
Limon suyu: 7ml.
Zeytinyağı:5g.","Potato:50g.
Lettuce:50g.
Parsley:15g.
Fresh onion:20g.
Salt: 1g.
Lemon juice: 7ml.
Olive oil:5g.","Patates:80g.
Marul:80g.
Maydanoz:25g.
Taze soğan:30g.
Tuz: 2g.
Limon suyu: 15ml.
Zeytinyağı:7g.","Potato:80g.
Lettuce:80g.
Parsley:25g.
Fresh onion:30g.
Salt: 2g.
Lemon juice: 15ml.
Olive oil:7g.","Patates:80g.
Marul:80g.
Maydanoz:25g.
Taze soğan:30g.
Tuz: 2g.
Limon suyu: 15ml.
Zeytinyağı:7g.","Potato:80g.
Lettuce:80g.
Parsley:25g.
Fresh onion:30g.
Salt: 2g.
Lemon juice: 15ml.
Olive oil:7g.","Patatesleri haşla, soğut ve küçük küpler şeklinde doğra. Üzerine doğranmış yeşillikleri, tuz, limon ve zeytinyağını ekleyip hepsini karıştır.","Boil the potatoes, cool them and cut them into small cubes. Add chopped greens, salt, lemon and olive oil and mix them all.",,,119,,7,14,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
2109,Şehriye Çorbası,Noodle soup,,,"Şehriye:20g.
Domates:30g.
Zeytinyağı:5 g.
Tuz:1g.
Su:120 ml.","Noodle:20g.
Tomato:30g.
Olive oil:5 g.
Salt:1g.
Water:120 ml.","Şehriye:20g.
Domates:30g.
Zeytinyağı:5 g.
Tuz:1g.
Su:120 ml.","Noodle:20g.
Tomato:30g.
Olive oil:5 g.
Salt:1g.
Water:120 ml.","Şehriye:40g.
Domates:60g.
Zeytinyağı:7g.
Tuz:2g.
Su:240 ml.","Noodle:40g.
Tomato:60g.
Olive oil:7 g.
Salt:2g.
Water:240 ml.","Şehriye:40g.
Domates:60g.
Zeytinyağı:7g.
Tuz:2g.
Su:240 ml.","Noodle:40g.
Tomato:60g.
Olive oil:7 g.
Salt:2g.
Water:240 ml.",Rendelenmiş domatesi zeytinyağı ile sotele. Su ekle kaynat. Kaynayınca şehriyeleri ve tuzu ekle. Şehriye yumuşayınca ocağı kapat.,"Saute the grated tomatoes with olive oil. Add water and boil. When it boils, add the noodles and salt. Turn off the stove when the noodles get soften.",,,131,2,7,15,second,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2110,Sebzeli köfte,Meatball with vegetables,,,"Ayçiçek Yağı:7ml.
Sarımsak:3g.
Sivri Biber:20g.
Domates:20g.
Patates:15g.
Patlıcan:20g.
Maydanoz:10g.
Karabiber:1g.
Tuz :1g.
Kimyon:1g.
Yumurta:5g.
Soğan:5g.
Ekmek:5g.
Kıyma: 45g.","Sunflower oil:7ml.
Garlic:3g.
Green pepper:20g.
Tomato: 20g.
Potato:15g.
Eggplant:20g.
Celery:10g.
Black pepper:1g.
Salt:1g.
Cumin:1g.
Yumurta:5g.
Onion:5g.
Bread:5g.
Minched meat: 45g.","Ayçiçek Yağı:7ml.
Sarımsak:3g.
Sivri Biber:20g.
Domates:20g.
Patates:15g.
Patlıcan:20g.
Maydanoz:10g.
Karabiber:1g.
Tuz :1g.
Kimyon:1g.
Yumurta:5g.
Soğan:5g.
Ekmek:5g.
Kıyma: 45g.","Sunflower oil:7ml.
Garlic:3g.
Green pepper:20g.
Tomato: 20g.
Potato:15g.
Eggplant:20g.
Celery:10g.
Black pepper:1g.
Salt:1g.
Cumin:1g.
Yumurta:5g.
Onion:5g.
Bread:5g.
Minched meat: 45g.","Ayçiçek Yağı:10ml.
Sarımsak:5g.
Sivri Biber:40g.
Domates:40g.
Patates:30g.
Patlıcan:40g.
Maydanoz:20g.
Karabiber:2g.
Tuz :2g.
Kimyon:2g.
Yumurta:10g.
Soğan:10g.
Ekmek:10g.
Kıyma: 90g.","Sunflower oil:10ml.
Garlic:5g.
Green pepper:40g.
Tomato: 40g.
Potato:30g.
Eggplant:40g.
Celery:20g.
Black pepper:2g.
Salt:2g.
Cumin:2g.
Yumurta:10g.
Onion:10g.
Bread:10g.
Minched meat: 90g.","Ayçiçek Yağı:10ml.
Sarımsak:5g.
Sivri Biber:40g.
Domates:40g.
Patates:30g.
Patlıcan:40g.
Maydanoz:20g.
Karabiber:2g.
Tuz :2g.
Kimyon:2g.
Yumurta:10g.
Soğan:10g.
Ekmek:10g.
Kıyma: 90g.","Sunflower oil:10ml.
Garlic:5g.
Green pepper:40g.
Tomato: 40g.
Potato:30g.
Eggplant:40g.
Celery:20g.
Black pepper:2g.
Salt:2g.
Cumin:2g.
Yumurta:10g.
Onion:10g.
Bread:10g.
Minched meat: 90g.","Önce köfteyi hazırla. Bunun için kıyma, doğranmış soğan, kıyılmış maydanoz, yumurta, ekmek ve baharatları karıştır. Bu karışımdan küçük toplar yap ve fırın kabına koy. Üzerine tüm doğranmış sebzeleri ekle. Üzerini kapak ile kapat ve fırında 180 C de 40 dakika pişir. ","First, prepare the meat balls. For this, mix the ground beef, chopped onion, chopped parsley, egg, bread and spices. Make small balls from this mixture and put them in the baking dish. Add all the chopped vegetables on it. Cover with a lid and bake in the oven at 180 C for 40 minutes.",,,305,18,25,2,first,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
2111,Sütlü Çorba,Milky soup,,,"Süt:100ml.
Buğday:15g.
Ayçiçek yağı:3 ml.
Tuz:1g.
Su:30ml.","Milk:100ml.
Wheat:15g.
Sunflower oil:3 ml.
Salt:1g.
Su:30ml.","Süt:100ml.
Buğday:15g.
Ayçiçek yağı:3 ml.
Tuz:1g.
Su:30ml.","Milk:100ml.
Wheat:15g.
Sunflower oil:3 ml.
Salt:1g.
Su:30ml.","Süt:200ml.
Buğday:30g.
Ayçiçek yağı:5 ml.
Tuz:2g.
Su:60ml.","Milk:200ml.
Wheat:30g.
Sunflower oil:5 ml.
Salt:2g.
Su:60ml.","Süt:200ml.
Buğday:30g.
Ayçiçek yağı:5 ml.
Tuz:2g.
Su:60ml.","Milk:200ml.
Wheat:30g.
Sunflower oil:5 ml.
Salt:2g.
Su:60ml.",Önceden ıslatılıp bekletilmiş buğdayı ayçiçek yağı ile sotele. Üzerine su ekle ve kaynat. Buğdaylar pişince sütü ekle ve birkaç dakika daha kaynat. Ocağı kapat ve en son tuz ekle.,"Saute the pre-soaked  wheat with sunflower oil. Add water and boil it. When the wheat is cooked, add the milk and boil for a few more minutes. Turn off the stove and add salt last.",,,239,8,11,27,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2112,Taze fasulye yemeği,Green beans dish,,,"Taze fasulye: 75g.
Domates: 30g.
Sivri biber:20g.
Soğan:10g.
Zeytinyağı:3g.
Tuz:1g.","Green beans: 75g.
Tomato: 30g.
Green pepper:20g.
Onion:10g.
Olive oil:3g.
Salt:1g.","Taze fasulye: 75g.
Domates: 30g.
Sivri biber:20g.
Soğan:10g.
Zeytinyağı:3g.
Tuz:1g.","Green beans: 75g.
Tomato: 30g.
Green pepper:20g.
Onion:10g.
Olive oil:3g.
Salt:1g.","Taze fasulye: 150g.
Domates: 60g.
Sivri biber:40g.
Soğan:20g.
Zeytinyağı:5g.
Tuz:2g.","Green beans: 150g.
Tomato: 60g.
Green pepper:40g.
Onion:20g.
Olive oil:5g.
Salt:2g.","Taze fasulye: 150g.
Domates: 60g.
Sivri biber:40g.
Soğan:20g.
Zeytinyağı:5g.
Tuz:2g.","Green beans: 150g.
Tomato: 60g.
Green pepper:40g.
Onion:20g.
Olive oil:5g.
Salt:2g.","Soğan ve biberleri doğra ve zeytinyağı ile sotele. Üzerine doğranmış taze fasulye ve rendelenmiş domatesi ekle, tuz ekle. Sebzeler yumuşayıncaya kadar pişir.","Chop onions and peppers and sauté with olive oil. Add chopped green beans and grated tomatoes on it, add salt. Cook until the vegetables get soften.",,,73,,5,7,first,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2113,Hurma,Date,,,20 g,20 g,40 g,40 g,60 g,60 g,60 g,60 g,,,,,60,,,15,fruit,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2114,Fıstık Ezmesi,Peanut butter,,,5 g,5 g,8 g,8 g,10 g,10 g,10 g,10 g,,,,,90,,10,,semi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2115,Üzümlü kek,Raisin cake,,,"Yumurta: 7
Tam Buğday Unu:12,5g.
Ayçiçek Yağı: 17ml.
Şeker:11g.
Kabartma Tozu:0,5g.
Vanilya: 0,25g.
Kuru Üzüm:4,5g.
Yoğurt: 8g.","Egg: 7
Whole wheat flour:12,5g.
Sun flower oil: 8ml.
Sugar:11g.
Baking powder:0,5g.
Vanilin: 0,25g.
Raisin:4,5g.
Yoghurt: 8g.","Yumurta: 7
Tam Buğday Unu:12,5g.
Ayçiçek Yağı: 17ml.
Şeker:11g.
Kabartma Tozu:0,5g.
Vanilya: 0,25g.
Kuru Üzüm:4,5g.
Yoğurt: 8g.","Egg: 7
Whole wheat flour:12,5g.
Sun flower oil: 8ml.
Sugar:11g.
Baking powder:0,5g.
Vanilin: 0,25g.
Raisin:4,5g.
Yoghurt: 8g.","Yumurta: 13
Tam Buğday Unu:25g.
Ayçiçek Yağı: 17ml.
Şeker:22g.
Kabartma Tozu:1g.
Vanilya: 0,5g.
Kuru Üzüm:8,5g.
Yoğurt: 17g.","Egg: 13
Whole wheat flour:25g.
Sun flower oil: 17ml.
Sugar:22g.
Baking powder:1g.
Vanilin: 0,5g.
Raisin:8,5g.
Yoghurt: 17g.","Yumurta: 13
Tam Buğday Unu:25g.
Ayçiçek Yağı: 17ml.
Şeker:22g.
Kabartma Tozu:1g.
Vanilya: 0,5g.
Kuru Üzüm:8,5g.
Yoğurt: 17g.","Egg: 13
Whole wheat flour:25g.
Sun flower oil: 17ml.
Sugar:22g.
Baking powder:1g.
Vanilin: 0,5g.
Raisin:8,5g.
Yoghurt: 17g.","Öncelikle  bir kapta şeker ve yumurtayı çırpın.
Daha sonra yağ ve yoğurdu ilave edin.
Üzerine un, kabartma tozu, vanilya döküp 2 dakika  karıştırarak üzümlü kek hamurunu hazırlayın.
Kuru üzümü yıkayıp üzerine az miktarda un serpip hazırladığınız kek hamurunun içersine ilave ederek karıştırın.
150 derecede 45 dakika pişirin.","First, whisk the sugar and egg in a bowl.
Then add the oil and yogurt.
Prepare the raisin cake dough by pouring flour, baking powder, vanilla on it and mixing for 2 minutes.
Wash the raisins, sprinkle a small amount of flour on it and add it to the cake dough you have prepared and mix it.
Bake at 150 degrees for 45 minutes.",,,237,3,17,18,dessert,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2116,Ihlamur,Linden tea,,,100 ml,100 ml,150 ml,150 ml,200 ml,200 ml,200ml,200ml.,,,,,,,,,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2117,Ayva Çayı,Quince tea,,,100 ml,100 ml,150 ml,150 ml,200 ml,200 ml,200 ml,200 ml,,,,,,,,,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2118,Çilek,Strawberry,,,75 g,75 g,100 g,100 g,150 g,150 g,180 g,180 g,,,,,48,,,12,fruit,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2119,Tarçınlı süt,Milk with cinnamon,,,150 ml,150 ml,200 ml,200 ml,250 ml,250 ml,250 ml,250 ml,,,,,,8,8,12,semi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2120,Sütlaç,Rice pudding,,,"Süt: 50ml.
Beyaz Pirinç: 8g.
Su: 50ml.
Pirinç Unu: 2g.
Şeker: 20g.","Milk: 50ml.
Rice: 7,5g.
Water: 50ml.
Rice flour: 2g.
Sugar: 20g.","Süt: 50ml.
Beyaz Pirinç: 8g.
Su: 50ml.
Pirinç Unu: 2g.
Şeker: 20g.","Milk: 50ml.
Rice: 7,5g.
Water: 50ml.
Rice flour: 2g.
Sugar: 20g.","Süt: 100ml.
Beyaz Pirinç: 15g.
Su: 100ml.
Pirinç Unu: 4g.
Şeker: 40g.","Milk: 100ml.
Rice: 15g.
Water: 100ml.
Rice flour: 4g.
Sugar: 40g.","Süt: 100ml.
Beyaz Pirinç: 15g.
Su: 100ml.
Pirinç Unu: 4g.
Şeker: 40g.","Milk: 100ml.
Rice: 15g.
Water: 100ml.
Rice flour: 4g.
Sugar: 40g.","Pirinci yıkayıp su ile bir tencereye koy ve pişir. Daha sonra üzerine soğuk sütü ekle. Kaynamasını beklerken bu sırada bir kasede pirinç ununu soğuk su ile ez.
Tencerede kaynamakta olan sütten az bir miktar alıp kaseye ekle ve karıştır. Daha sonra kasedeki bu karışımı tencereye ekley ve  ara sıra karıştırarak 10 dakika kadar pişirin.
Pişmekte olan sütlaca  toz şeker ilave edip karıştır ve kaynatmaya devam et. Sütlacı kaseye dök ve soğumaya bırak.","Wash the rice and put it in a pot with water and cook it. Then add cold milk to it. While waiting for it to boil, crush the rice flour in a bowl with cold water.
Take a small amount of the milk that is boiling in the pot, add it to the bowl and mix. Then add this mixture in the bowl to the pot and cook for 10 minutes, stirring occasionally.
Add granulated sugar to the cooked rice pudding, mix and continue to boil. Pour the rice pudding into the bowl and let it cool.",,,267,17,3,43,dessert,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2121,"Domatesli, beyaz peynirli tam tahıllı tost","Whole-grain toast with tomatoes, feta cheese",,," tam tahıllı ekmek: 25 g
beyaz peynir: 30 g 
 domates: 55 g
 kekik: 1 g"," whole grain bread: 25 g
 feta cheese: 30 g
 tomato: 55 g
thyme: 1 g "," tam tahıllı ekmek: 40 g
beyaz peynir: 30 g 
domates: 55 g 
 kekik: 1 g","whole grain bread: 40 g 
feta cheese: 30 g
 tomato: 55 g
 thyme: 1 g"," tam tahıllı ekmek: 50 g
 beyaz peynir: 30 g
 domates: 110 g
 kekik: 2 g"," whole grain bread: 50 g
 feta cheese: 30 g
 tomato: 110 g
 thyme: 2 g","tam tahıllı ekmek: 50 g 
 beyaz peynir: 30 g
 domates: 110 g
kekik: 2 g "," whole grain bread: 50 g
 feta cheese: 30 g
 tomato: 110 g
 thyme: 2 g","Ekmeğin arasına domates, peynir ve kekiği koyup tost makinesinde pişirin.","Put the tomatoes, cheese and thyme between the bread and bake in the toaster.",,,205,10,5,30,first,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2122,Kuru kayısı hoşafı,Dried apricot compote,,,"100 ml su
75 g kayısı 
10 g şeker","100 ml water
75 g apricot
10 g sugar","150 ml su
100 g kayısı
10 g şeker","150 ml water
100 g apricot
10 g sugar","200 ml su
150 g kayısı
15 g şeker","200 ml water 
150 g apricot 
15 g sugar","200 ml su
180 g kayısı 
15 g şeker","200 ml water 
180 g apricot 
15 g sugar ",Meyveleri ince ince doğrayın. Su ve şeker ile 20 dakika kaynatın.,Finely chop the fruit. Boil for 20 minutes with water and sugar.,,,180,,,45,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
2123,Maydanozlu omlet,Parsley omelette,,," yumurta: 30 g
 maydanoz: 50 g
 zeytinyağı: 5 g
 tuz: 1 g"," egg: 30 g
parsley: 50 g 
 olive oil: 5 g
 salt: 1 g"," yumurta: 30 g
 maydanoz: 50 g
 zeytinyağı: 5 g
 tuz: 1 g"," egg: 30 g
parsley: 50 g 
 olive oil: 5 g
 salt: 1 g"," yumurta: 60 g
 maydanoz: 75 g
 zeytinyağı: 10 g
 tuz: 2 g"," egg: 60g
 parsley: 75 g
 olive oil: 10 g
salt: 2 g "," yumurta: 60 g
 maydanoz: 75 g
 zeytinyağı: 10 g
 tuz: 2 g"," egg: 60g
 parsley: 75 g
 olive oil: 10 g
salt: 2 g ","Maydanozu ince ince kıyın. Yumurtaları tuz, yağ ile çırpın ve bir tavada pişirin.","Finely chop the parsley. Beat eggs with salt, oil and cook in a pan.",,,175,7,15,3,first,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2124,Çavdar ekmek,Rye bread,,,25 g,25 g,40 g ,40 g,50 g,50 g,50 g ,50 g,,,,,136,4,,30,bread,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2125,Yulaf lapası,Porridge,,,"yulaf ezmesi: 30 g 
 süt: 150 ml
 muz: 75 g
 tarçın: 1 g
","oatmeal: 30 g 
milk: 150 ml 
 banana: 75 g
 cinnamon: 1 g
","yulaf ezmesi: 30 g 
 süt: 200 ml
 muz: 75 g
 tarçın: 1 g","oatmeal: 30 g 
milk: 200 ml 
 banana: 75 g
 cinnamon: 1 g
","yulaf ezmesi: 60 g 
 süt: 240 ml
muz: 100 g 
 tarçın: 2 g
","oatmeal: 60 g 
 milk: 240 ml
 banana: 100 g
 cinnamon: 2 g","yulaf ezmesi: 60 g 
 süt: 240 ml
muz: 100 g 
 tarçın: 2 g
","oatmeal: 60 g 
 milk: 240 ml
 banana: 100 g
 cinnamon: 2 g",Tüm malzemeleri karıştırıp kısık ateşte pişirin.,Mix all the ingredients and cook on low heat.,,,310,10,6,54,first,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
2126,Papatya çayı,Chamomile tea,,,100 ml,100 ml,150 ml,150 ml,200 ml,200 ml,200 ml,200 ml,,,,,0,,,,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2127,Ispanaklı gözleme,Pancake with spinach,,," ıspanak: 100 g
 soğan: 50 g
 ayçiçek yağı: 5 ml
  yufka: 25 g
 tuz: 1 g"," spinach: 100 g
 onion: 50 g
 sunflower oil: 5 ml
  phyllo dough: 25 g
salt: 1 g "," ıspanak: 100 g
 soğan: 50 g
 ayçiçek yağı: 5 ml
  yufka: 40 g
 tuz: 1 g"," spinach: 100 g
 onion: 50 g
 sunflower oil: 5 ml
  phyllo dough: 40 g
salt: 1 g "," ıspanak: 150 g
 soğan: 75 g
 ayçiçek yağı: 10 ml
 yufka:  50 g
 tuz:  2 g
","spinach:150 g 
onion: 75 g 
 sunflower oil: 10 ml
 phyllo dough: 50 g
 salt: 2 g
"," ıspanak: 150 g
 soğan: 75 g
 ayçiçek yağı: 10 ml
 yufka:  50 g
 tuz:  2 g

","spinach:150 g 
onion: 75 g 
 sunflower oil: 10 ml
 phyllo dough: 50 g
 salt: 2 g
",Ispanağı ince ince doğrayın. Soğanı yağ ve tuz ile soteleyin. Hamurların arasına koyup sarın. 20 dakika fırında pişirin.,Finely chop the spinach. Saute onions with oil and salt. Put it between the dough and wrap it. Bake in the oven for 20 minutes.,,,274,7,10,39,first,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
